행정기관,날짜,성별,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상
대구광역시 수성구 ,2023년09월,남,13296,24759,25367,20230,30105,35469,26753,13483,6075,587,5
대구광역시 달서구 ,2023년09월,남,16798,26128,35693,32530,39125,47211,39544,17197,6294,483,8
대구광역시 달성군 ,2023년09월,남,12949,13409,14530,19982,23736,20806,17588,7641,2526,209,5
대구광역시 군위군 ,2023년09월,남,302,475,745,706,1064,2293,3272,1972,1018,92,0
인천광역시 중구 ,2023년09월,남,6275,7396,10110,13354,14821,13157,9758,4822,1796,167,7
인천광역시 동구 ,2023년09월,남,1581,2402,3281,3590,4860,5180,5018,2856,1213,87,3
인천광역시 서구 ,2023년09월,남,28077,31897,37522,48648,56093,51557,38660,14085,4559,424,14
인천광역시 강화군 ,2023년09월,남,1499,2261,2640,2583,3867,5842,8115,5004,2571,244,6
인천광역시 옹진군 ,2023년09월,남,356,573,1797,1162,1407,1958,2593,1289,485,65,2
광주광역시 동구 ,2023년09월,남,3826,3850,7633,7283,7647,7817,7360,4527,2356,212,3
광주광역시 서구 ,2023년09월,남,9042,14876,21215,17467,21842,24292,17857,9029,3702,329,3
광주광역시 북구 ,2023년09월,남,14858,21081,29610,27682,32798,34910,28304,13917,5531,468,4
대전광역시 동구 ,2023년09월,남,6470,9808,15410,13127,16474,18659,17170,8966,3721,324,7
대전광역시 중구 ,2023년09월,남,6196,10222,14128,12507,16511,19480,16974,9566,4246,389,10
대전광역시 서구 ,2023년09월,남,16490,24046,34908,32751,35636,37067,29442,13162,5080,477,12
대전광역시 대덕구 ,2023년09월,남,4721,7644,11889,10862,12449,16593,13966,5986,2363,202,1
울산광역시 중구 ,2023년09월,남,6661,10088,12237,12505,15959,19121,17091,7599,2415,156,0
울산광역시 남구 ,2023년09월,남,10515,14878,21849,22303,23711,29218,23291,9159,2595,159,2
울산광역시 동구 ,2023년09월,남,6026,8435,8781,10704,14601,12369,12140,5226,1206,65,2
울산광역시 울주군 ,2023년09월,남,7330,11061,13462,12798,17528,22517,18687,7612,2572,216,4
세종특별자치시  ,2023년09월,남,22438,25368,19258,29383,38404,27997,18451,7699,2944,298,6
경기도 수원시 ,2023년09월,남,43045,58632,92416,96874,99011,99510,71983,28138,10914,1065,33
경기도 성남시 ,2023년09월,남,30713,42583,60097,68299,73200,76549,61750,28158,11495,1153,36
경기도 의정부시 ,2023년09월,남,15913,20781,30342,31042,36325,40078,32432,14659,6432,542,15
경기도 안양시 ,2023년09월,남,18124,25149,35699,40507,41305,45817,39375,16450,6014,586,8
경기도 부천시 ,2023년09월,남,23848,33238,51436,55731,60577,67654,61730,24592,8231,782,25
경기도 광명시 ,2023년09월,남,9582,14518,17179,18786,22763,23894,19045,8470,3043,254,11
경기도 평택시 ,2023년09월,남,24710,28521,43633,51702,54570,51028,34591,13730,5985,554,13
경기도 동두천시 ,2023년09월,남,2394,3986,5260,4719,6411,8399,7487,3622,1937,177,2
경기도 안산시 ,2023년09월,남,18432,29157,50665,45534,49693,62941,46823,15072,5660,565,18
경기도 고양시 ,2023년09월,남,36339,50615,68766,71899,83044,95977,74192,28597,14197,1587,44
경기도 과천시 ,2023년09월,남,4126,4010,4962,5975,6193,6364,5185,2051,925,115,3
경기도 구리시 ,2023년09월,남,6186,8711,11892,12240,15118,16725,13912,5666,2251,194,7
경기도 남양주시 ,2023년09월,남,28454,40819,42360,42705,64107,64084,47954,22851,9262,762,25
경기도 오산시 ,2023년09월,남,9436,13127,15914,19516,23866,18813,12169,4839,1911,140,1
경기도 시흥시 ,2023년09월,남,22299,26492,35295,40850,50472,47775,32779,10503,3762,349,7
경기도 군포시 ,2023년09월,남,8207,12464,17700,19195,19721,22904,19172,7545,3183,381,10
경기도 의왕시 ,2023년09월,남,5916,6927,10515,11337,11477,13273,12141,4786,1776,190,4
경기도 하남시 ,2023년09월,남,15952,15870,17998,25766,31391,24254,19985,9837,2891,232,5
경기도 용인시 ,2023년09월,남,42216,62642,69785,67278,93883,91131,59811,31308,15080,1398,30
경기도 파주시 ,2023년09월,남,20859,26252,30873,36132,43417,42490,30888,13780,6595,625,20
경기도 안성시 ,2023년09월,남,5931,9286,12326,11997,15737,17224,15028,7108,3050,296,7
경기도 김포시 ,2023년09월,남,23940,26807,25437,33137,48301,36882,28617,13829,5218,467,16
경기도 화성시 ,2023년09월,남,49073,55416,59979,81768,96204,72695,46379,18156,6599,568,15
경기도 광주시 ,2023년09월,남,15554,18007,22308,27665,36096,34585,28527,12493,4330,317,15
경기도 양주시 ,2023년09월,남,10847,13481,15626,17149,22309,22999,18281,8612,3559,306,17
경기도 포천시 ,2023년09월,남,3515,5599,9236,7822,9488,15263,15896,6329,2724,272,14
경기도 여주시 ,2023년09월,남,3233,4912,6133,6009,7962,10593,11061,5558,2386,226,5
경기도 가평군 ,2023년09월,남,1407,2230,3294,2967,3971,5719,7005,3593,1618,165,6
경기도 양평군 ,2023년09월,남,3328,5449,5514,5402,7987,10835,13366,7355,3042,271,4
강원도 춘천시 ,2023년09월,남,9796,13539,19940,17830,20172,23486,21523,9788,5042,518,28
강원도 원주시 ,2023년09월,남,13266,17834,22668,23271,27641,30902,27042,10891,5063,493,12
강원도 강릉시 ,2023년09월,남,5979,9258,12644,10894,15140,18471,17810,9367,4195,385,10
강원도 동해시 ,2023년09월,남,2830,4354,5016,4552,6959,8297,7441,3887,1701,110,3
강원도 태백시 ,2023년09월,남,980,1772,1765,1528,2929,3674,3823,2104,877,36,2
강원도 속초시 ,2023년09월,남,2651,3459,4638,4992,5879,7308,7153,3158,1357,122,5
강원도 삼척시 ,2023년09월,남,1660,2580,3786,2670,4296,5890,6207,3333,1472,144,1
강원도 홍천군 ,2023년09월,남,1654,2341,3459,3086,3963,6090,8291,3922,1780,166,5
강원도 횡성군 ,2023년09월,남,1001,1809,1816,1651,2558,4318,6121,3049,1412,107,3
강원도 영월군 ,2023년09월,남,761,1470,1597,1325,2180,3719,4792,2376,1089,92,4
강원도 평창군 ,2023년09월,남,700,1418,1836,1431,2486,4070,5298,2565,1146,76,3
강원도 정선군 ,2023년09월,남,661,1172,1378,1324,2428,3611,4356,2046,936,74,4
강원도 철원군 ,2023년09월,남,1377,1751,2867,2407,2624,3509,3949,1963,958,92,1
강원도 화천군 ,2023년09월,남,769,807,1970,1579,1277,1927,2389,1033,595,60,6
강원도 인제군 ,2023년09월,남,1191,1188,2642,2328,2162,2618,3289,1376,632,67,4
강원도 고성군 ,2023년09월,남,640,855,1599,1311,1638,2563,3056,1563,755,72,5
강원도 양양군 ,2023년09월,남,538,940,1267,1190,1814,2603,3181,1746,874,64,1
충청북도 청주시 ,2023년09월,남,32888,43510,61410,63480,68689,69791,56374,23664,9766,840,11
충청북도 충주시 ,2023년09월,남,6271,9289,12567,12503,15067,18558,18404,8354,4068,353,10
충청북도 제천시 ,2023년09월,남,3699,5834,7921,6289,8486,11800,12508,6228,2765,197,5
충청북도 보은군 ,2023년09월,남,588,1010,1165,1020,1620,2899,4041,2130,1132,125,2
충청북도 옥천군 ,2023년09월,남,1043,1924,2162,1724,2982,4535,5682,3146,1451,174,3
충청북도 영동군 ,2023년09월,남,861,1509,1887,1460,2414,4224,5332,2905,1521,140,0
충청북도 진천군 ,2023년09월,남,3452,4372,5020,6115,7790,7824,6527,2801,1323,123,2
충청북도 괴산군 ,2023년09월,남,569,899,1284,1170,1878,3652,5295,2692,1292,113,1
충청북도 음성군 ,2023년09월,남,2382,3787,4778,5136,7049,9606,9505,4279,1905,163,7
충청남도 천안시 ,2023년09월,남,26113,34846,48396,52522,58381,54707,39695,15534,6165,593,10
충청남도 공주시 ,2023년09월,남,2335,4136,5820,4592,6380,8816,10321,5614,2707,348,7
충청남도 보령시 ,2023년09월,남,2480,3998,4599,4562,6857,8761,9399,5248,2517,275,6
충청남도 서산시 ,2023년09월,남,6625,8918,10746,11699,14422,15827,13117,7036,3310,371,3
충청남도 논산시 ,2023년09월,남,2921,4628,5466,5036,7279,9806,11079,5940,2925,359,7
충청남도 계룡시 ,2023년09월,남,1896,3295,2692,2787,4141,3943,2692,1186,404,45,2
충청남도 당진시 ,2023년09월,남,6685,8511,8848,11814,15748,15724,13066,6641,3262,347,2
충청남도 금산군 ,2023년09월,남,963,2157,1959,1672,3012,4826,5790,3222,1584,178,3
충청남도 부여군 ,2023년09월,남,1170,2197,2524,1985,3404,5212,7052,4305,2374,320,3
충청남도 서천군 ,2023년09월,남,934,1573,1854,1632,2717,4242,5507,3634,1995,246,3
충청남도 청양군 ,2023년09월,남,507,1031,1445,1011,1586,2732,3539,2108,1219,176,2
충청남도 예산군 ,2023년09월,남,1719,2885,3401,3456,4804,7125,8237,4866,2682,273,5
전라북도 전주시 ,2023년09월,남,22892,35127,45247,39614,49277,53261,40725,20878,8792,827,10
전라북도 군산시 ,2023년09월,남,8492,13251,14891,13978,21454,23731,20502,11067,4258,401,11
전라북도 익산시 ,2023년09월,남,7595,13280,17540,13610,19245,24215,22289,11566,4877,514,5
전라북도 정읍시 ,2023년09월,남,2583,4574,5253,4185,6855,9751,9557,5651,3060,305,7
전라북도 남원시 ,2023년09월,남,2037,3455,3603,2900,4662,7131,7203,4292,2253,238,10
전라북도 김제시 ,2023년09월,남,1849,3007,3932,3277,5126,7410,8219,4930,2572,322,7
전라북도 완주군 ,2023년09월,남,3100,4482,5124,5377,7355,8913,8696,4590,2040,206,4
전라북도 진안군 ,2023년09월,남,484,828,931,679,1311,2417,3055,1803,936,92,1
전라북도 무주군 ,2023년09월,남,462,874,857,796,1402,2237,2655,1417,873,93,2
전라북도 장수군 ,2023년09월,남,436,794,813,633,1233,1990,2345,1492,739,100,1
전라북도 임실군 ,2023년09월,남,602,783,1002,891,1424,2474,3123,1915,1080,128,2
전라북도 순창군 ,2023년09월,남,558,1090,1089,829,1567,2453,2843,1648,950,114,1
전라북도 고창군 ,2023년09월,남,1114,2118,2030,1743,2987,4834,5349,3505,1945,180,2
전라남도 목포시 ,2023년09월,남,7084,11920,13396,11122,17916,18810,14834,8189,3102,242,5
전라남도 여수시 ,2023년09월,남,8870,12687,17113,15398,20387,24972,22245,12135,4483,364,7
전라남도 순천시 ,2023년09월,남,10520,14846,18562,16692,20141,24495,20215,9265,3922,385,3
전라남도 나주시 ,2023년09월,남,4656,5176,6015,7274,9258,9587,9430,5100,2374,252,8
전라남도 광양시 ,2023년09월,남,5889,8030,10504,9825,12060,16043,11110,4274,1709,144,1
전라남도 담양군 ,2023년09월,남,978,1491,2250,1741,2680,4435,4993,2797,1469,152,4
전라남도 곡성군 ,2023년09월,남,390,922,1131,825,1423,2602,3056,1807,1091,131,1
전라남도 구례군 ,2023년09월,남,414,846,926,650,1320,2414,2695,1636,911,89,1
전라남도 고흥군 ,2023년09월,남,1032,1808,2023,1719,3123,5453,6934,4864,2666,314,5
전라남도 보성군 ,2023년09월,남,664,1188,1357,1140,1967,3522,4187,2755,1614,187,4
전라남도 화순군 ,2023년09월,남,1428,2698,3293,2347,3656,6056,5908,3137,1691,161,1
전라남도 강진군 ,2023년09월,남,680,1201,1325,1110,1768,2919,3433,2203,1235,114,3
전라남도 해남군 ,2023년09월,남,1551,2421,2789,2226,3873,6155,6763,4258,2185,181,1
전라남도 영암군 ,2023년09월,남,1372,2134,2840,2126,4179,5535,5020,2715,1369,145,2
전라남도 무안군 ,2023년09월,남,3723,5088,4995,5124,7549,7420,6268,3658,1530,118,0
전라남도 함평군 ,2023년09월,남,497,1005,1241,978,1751,3077,3542,2067,1226,121,1
전라남도 영광군 ,2023년09월,남,1709,2043,2526,2325,3387,4693,4767,2941,1487,115,4
전라남도 장성군 ,2023년09월,남,1024,1559,2201,1719,2693,4227,4413,2586,1368,134,4
전라남도 완도군 ,2023년09월,남,1290,1757,1866,1675,3285,4277,4598,3127,1620,141,1
전라남도 신안군 ,2023년09월,남,698,990,1441,1429,2635,4218,4759,2861,1391,99,4
경상북도 포항시 ,2023년09월,남,16916,23976,29255,29371,37778,43419,42083,20362,6472,477,11
경상북도 경주시 ,2023년09월,남,6988,10221,12983,12538,17644,23659,23020,11864,4916,458,8
경상북도 김천시 ,2023년09월,남,4541,6615,7139,7325,9722,11960,12271,6496,2933,323,5
경상북도 안동시 ,2023년09월,남,4435,6834,8118,7468,10429,13166,13427,7679,3846,344,4
경상북도 구미시 ,2023년09월,남,17011,22793,28809,31950,36472,35643,25011,8453,2980,265,1
경상북도 영주시 ,2023년09월,남,2589,4491,5102,4175,6353,8862,9384,5564,2765,262,6
경상북도 영천시 ,2023년09월,남,2596,3317,4977,4744,6443,9518,10574,6132,2645,237,0
경상북도 상주시 ,2023년09월,남,2267,3810,4053,3560,5491,8239,9986,5674,2983,299,2
경상북도 문경시 ,2023년09월,남,1692,2843,3085,2669,4219,5937,7163,4165,2050,183,6
경상북도 경산시 ,2023년09월,남,8754,11747,19574,17074,20465,23100,19717,9669,3902,332,1
경상북도 의성군 ,2023년09월,남,872,1130,1453,1584,2439,4327,6432,4003,2270,214,2
경상북도 청송군 ,2023년09월,남,439,553,827,909,1181,2243,3017,1853,964,96,1
경상북도 영양군 ,2023년09월,남,281,454,503,495,840,1548,1889,1136,655,56,2
경상북도 영덕군 ,2023년09월,남,612,986,1141,1047,1770,3121,3745,2366,1380,132,0
경상북도 청도군 ,2023년09월,남,636,1074,1317,1263,2222,3648,5301,3328,1578,160,0
경상북도 고령군 ,2023년09월,남,569,950,1176,1038,1818,3114,3734,2059,945,93,0
경상북도 성주군 ,2023년09월,남,798,1132,1609,1699,2490,4250,5631,3046,1280,136,4
경상북도 칠곡군 ,2023년09월,남,3641,5796,6115,6627,10719,11246,8594,3743,1616,177,1
경상북도 봉화군 ,2023년09월,남,544,890,972,885,1591,2803,3971,2199,1197,139,1
경상북도 울진군 ,2023년09월,남,1237,1788,2359,2116,3007,4555,4635,2495,1296,115,2
경상북도 울릉군 ,2023년09월,남,171,219,501,497,754,1087,1064,528,218,20,0
경상남도 창원시 ,2023년09월,남,35139,50309,63281,65499,82574,89436,79840,34213,10853,809,10
경상남도 진주시 ,2023년09월,남,12272,17792,22704,20615,25180,28362,24732,12094,4737,392,7
경상남도 통영시 ,2023년09월,남,3422,6416,5271,5346,10399,11369,10910,5650,1846,133,0
경상남도 사천시 ,2023년09월,남,3366,5230,5895,5759,8725,9976,9023,4877,2083,178,1
경상남도 김해시 ,2023년09월,남,20791,30519,33183,33274,46162,51199,36229,13374,4491,331,4
경상남도 밀양시 ,2023년09월,남,2343,3828,4457,4280,6366,9014,11269,6161,2493,203,3
경상남도 거제시 ,2023년09월,남,10055,14735,11535,13912,24778,23212,16064,6268,1900,171,5
경상남도 양산시 ,2023년09월,남,14956,18227,18958,23090,31476,30458,25133,11020,3976,309,8
경상남도 의령군 ,2023년09월,남,463,719,889,805,1405,2382,3297,1748,907,107,5
경상남도 함안군 ,2023년09월,남,1511,2909,2616,2400,4340,5953,6525,3234,1353,131,1
경상남도 창녕군 ,2023년09월,남,1193,2001,2074,2285,3492,5382,6731,3727,1647,145,1
경상남도 고성군 ,2023년09월,남,888,2175,1938,1631,3141,4856,5483,3268,1465,145,1
경상남도 남해군 ,2023년09월,남,713,1436,1630,1170,2095,3664,4510,3018,1548,188,1
경상남도 하동군 ,2023년09월,남,706,1323,1511,1254,2189,4173,5254,2898,1500,165,1
경상남도 산청군 ,2023년09월,남,527,1028,1142,1000,1616,3318,4326,2515,1222,111,3
경상남도 함양군 ,2023년09월,남,701,1442,1389,1139,1999,3463,4128,2361,1252,134,4
경상남도 거창군 ,2023년09월,남,1565,3133,3046,2379,3553,5278,5719,3106,1649,198,3
경상남도 합천군 ,2023년09월,남,624,1137,1370,1188,2032,3831,5157,3075,1648,157,3
제주특별자치도 제주시 ,2023년09월,남,20157,27339,30485,30472,40777,43618,31863,14528,6154,557,10
제주특별자치도 서귀포시 ,2023년09월,남,6711,9200,9401,9150,15048,17480,14524,7340,3388,307,5
서울특별시 종로구 ,2023년09월,여,3001,5025,11367,9666,9981,12058,10292,6296,3964,642,28
서울특별시 중구 ,2023년09월,여,2818,3122,9467,10347,8278,9566,9192,5713,3453,640,21
서울특별시 용산구 ,2023년09월,여,5573,6831,16546,19025,16066,17738,15194,8813,5522,995,45
서울특별시 동대문구 ,2023년09월,여,9059,11335,29929,23911,23624,25870,24950,15524,8311,1210,47
서울특별시 중랑구 ,2023년09월,여,9541,11793,26231,28227,25676,32751,32626,17890,8786,1385,47
서울특별시 성북구 ,2023년09월,여,11933,17551,34456,28181,32641,35822,30821,18899,10470,1609,43
서울특별시 도봉구 ,2023년09월,여,6972,10929,18941,18421,21383,28278,27926,15523,8664,1374,48
서울특별시 노원구 ,2023년09월,여,13004,23054,33009,30448,39858,44601,39224,22095,12417,2126,69
서울특별시 은평구 ,2023년09월,여,12041,17483,33097,33884,35836,40092,36962,22362,11724,1599,41
서울특별시 서대문구 ,2023년09월,여,8750,11184,26182,22800,22598,25184,21812,13480,8082,1204,46
서울특별시 마포구 ,2023년09월,여,10215,13395,33226,33571,29576,28569,22510,13681,7936,1238,44
서울특별시 양천구 ,2023년09월,여,12507,22975,26253,26892,38040,37805,32850,17062,7835,1481,53
서울특별시 구로구 ,2023년09월,여,11128,13945,26608,30076,28838,31106,30979,18279,8407,1261,44
서울특별시 영등포구 ,2023년09월,여,10994,11260,31391,34863,26346,27247,25075,15028,7957,1207,43
서울특별시 동작구 ,2023년09월,여,10010,12882,33104,29501,27539,29384,27218,17031,8223,1336,46
서울특별시 관악구 ,2023년09월,여,8169,12659,56313,39160,28881,32013,32064,20738,9614,1317,46
서울특별시 서초구 ,2023년09월,여,13578,22051,26183,30601,38843,32488,25695,15603,6375,1234,50
서울특별시 강남구 ,2023년09월,여,15975,29360,35738,41740,53227,42332,33521,20614,8058,1664,72
서울특별시 송파구 ,2023년09월,여,21169,28279,45280,54896,55051,52240,47774,23841,9849,2059,82
서울특별시 강동구 ,2023년09월,여,15024,18325,29176,34716,37362,35789,36395,18364,7619,1477,63
부산광역시 중구 ,2023년09월,여,421,878,2883,2002,2050,3054,4105,2892,1537,244,17
부산광역시 서구 ,2023년09월,여,2365,3465,6321,5068,6686,8244,10258,7037,4012,641,12
부산광역시 동구 ,2023년09월,여,1946,2290,4890,5219,5309,6753,8482,6160,3588,502,10
부산광역시 부산진구 ,2023년09월,여,9509,11874,26188,24277,24446,28632,31473,18586,9820,1341,28
부산광역시 동래구 ,2023년09월,여,9037,12239,14130,15792,22286,22684,23396,13575,6294,960,26
부산광역시 남구 ,2023년09월,여,6960,10789,15331,12857,19051,20838,22289,14339,7036,974,30
부산광역시 북구 ,2023년09월,여,7918,10339,14444,15502,18473,26164,26413,12910,6507,1006,38
부산광역시 해운대구 ,2023년09월,여,11520,17234,19678,21251,31427,35361,32790,18367,9744,1560,48
부산광역시 사하구 ,2023년09월,여,7724,11668,15840,15537,20861,25986,28756,15767,7523,1145,33
부산광역시 금정구 ,2023년09월,여,4958,7937,13236,10387,14308,18903,21260,12785,6497,1006,29
부산광역시 강서구 ,2023년09월,여,8548,7234,5177,11686,12836,8114,8833,3978,2031,381,6
부산광역시 연제구 ,2023년09월,여,6057,7877,11442,12560,15442,17237,18338,10951,5197,724,16
부산광역시 사상구 ,2023년09월,여,4701,6786,12084,10917,12693,18328,20310,10398,4616,614,22
부산광역시 기장군 ,2023년09월,여,7821,9200,7719,11123,16569,12904,12672,7713,4008,687,27
대구광역시 중구 ,2023년09월,여,3197,3003,6725,6683,6209,6375,5863,4316,2443,404,16
대구광역시 동구 ,2023년09월,여,10958,12592,17881,20247,24592,28757,29693,18292,10179,1416,33
대구광역시 서구 ,2023년09월,여,2939,4654,7900,7256,9113,14807,17193,10372,5450,723,15
대구광역시 북구 ,2023년09월,여,13207,19303,26513,22636,32731,39342,31330,17253,9589,1400,39
대구광역시 수성구 ,2023년09월,여,12431,22585,22261,19937,35712,38918,29682,17408,10090,1717,45
대구광역시 달서구 ,2023년09월,여,15835,24751,32213,28486,41045,51395,42555,21313,11424,1722,32
대구광역시 달성군 ,2023년09월,여,12564,12545,11429,17759,22036,20784,17979,8640,4909,810,14
대구광역시 군위군 ,2023년09월,여,262,398,468,495,795,1720,2741,2080,1898,304,7
인천광역시 중구 ,2023년09월,여,5832,7109,9738,11296,12725,10683,9556,5431,2931,602,29
인천광역시 동구 ,2023년09월,여,1392,2241,2874,3067,4241,4682,5253,3662,2059,389,9
인천광역시 서구 ,2023년09월,여,26561,30484,35596,46761,52433,51202,37726,15529,8456,1703,65
인천광역시 강화군 ,2023년09월,여,1382,2127,1952,2328,3394,5327,8069,5298,3814,816,23
인천광역시 옹진군 ,2023년09월,여,356,461,680,606,826,1366,2171,1257,817,204,18
광주광역시 동구 ,2023년09월,여,3609,3634,7289,6953,6847,7990,8249,5744,3306,516,24
광주광역시 서구 ,2023년09월,여,8565,13513,20152,16519,22842,25616,20142,11362,6061,1067,44
광주광역시 북구 ,2023년09월,여,14388,19192,26669,25428,32106,36152,31473,17275,9289,1583,58
대전광역시 동구 ,2023년09월,여,5976,9271,13676,11017,15114,17374,18023,10821,6269,979,31
대전광역시 중구 ,2023년09월,여,5977,9714,13713,11600,16281,18939,18442,11685,6733,1091,35
대전광역시 서구 ,2023년09월,여,15556,22671,34138,30791,37645,39512,32318,15351,8301,1528,45
대전광역시 대덕구 ,2023년09월,여,4475,6959,9825,8581,11585,16183,14274,6981,4234,674,33
울산광역시 중구 ,2023년09월,여,6312,8909,9516,10776,15214,19511,17942,8751,3960,610,12
울산광역시 남구 ,2023년09월,여,9867,13523,17205,18664,23680,29892,23668,9969,4394,631,11
울산광역시 동구 ,2023년09월,여,5837,7543,6789,8630,12317,11750,12696,5077,2007,313,9
울산광역시 울주군 ,2023년09월,여,6830,10398,10043,10747,16384,20684,16959,8021,4970,944,26
세종특별자치시  ,2023년09월,여,21723,25028,18518,30314,38973,25474,18611,8584,5242,1179,40
경기도 수원시 ,2023년09월,여,40481,55170,84544,86291,97034,100989,73109,34027,19003,3345,104
경기도 성남시 ,2023년09월,여,29747,40788,57101,64808,74674,77096,64447,33453,17733,3391,103
경기도 의정부시 ,2023년09월,여,14817,19831,29949,29428,35269,41848,34539,18331,10602,1676,58
경기도 안양시 ,2023년09월,여,17459,23499,33212,37951,41730,48668,41798,18671,10435,2009,48
경기도 부천시 ,2023년09월,여,22630,31744,48656,52157,59028,71857,64934,27540,15009,2776,98
경기도 광명시 ,2023년09월,여,9235,13794,16181,17871,23734,24212,20938,10097,5519,968,35
경기도 평택시 ,2023년09월,여,23930,27331,33775,40143,46298,45731,33113,16795,10467,1707,53
경기도 동두천시 ,2023년09월,여,2230,3940,4460,4170,6061,7600,7422,4900,3341,507,12
경기도 안산시 ,2023년09월,여,17675,27551,44536,37565,45809,62427,42702,17412,11066,2047,67
경기도 고양시 ,2023년09월,여,35034,48869,66882,71959,86878,101895,74031,36183,24882,4399,107
경기도 과천시 ,2023년09월,여,3914,3863,4692,6226,6407,6823,5351,2367,1460,316,4
경기도 구리시 ,2023년09월,여,5864,8151,11559,11849,14873,17696,13989,6790,3609,537,17
경기도 남양주시 ,2023년09월,여,26929,38665,39472,42867,65037,62223,49718,27023,14437,2506,116
경기도 오산시 ,2023년09월,여,9065,12360,13263,15739,20672,17067,12268,5902,3201,502,9
경기도 시흥시 ,2023년09월,여,21671,25170,29526,35077,42901,43958,28870,11836,7232,1303,47
경기도 군포시 ,2023년09월,여,7776,11707,16131,17096,20115,23994,20269,8775,5561,1083,36
경기도 의왕시 ,2023년09월,여,5504,6549,9435,10830,11265,14625,12649,5103,3022,648,22
경기도 하남시 ,2023년09월,여,15155,15622,18117,26200,29686,23587,21556,10016,4530,927,35
경기도 용인시 ,2023년09월,여,40411,59660,63443,66502,97331,89868,62589,38942,20249,3559,108
경기도 파주시 ,2023년09월,여,19833,25425,26064,33175,40968,39328,30484,16940,10982,1921,57
경기도 안성시 ,2023년09월,여,5483,8672,9993,9584,13656,15248,14482,7903,5408,1004,33
경기도 김포시 ,2023년09월,여,22744,25933,24119,34462,45949,35214,29599,15695,8094,1445,38
경기도 화성시 ,2023년09월,여,46903,53634,50770,72939,86467,62935,43503,19869,11127,2120,70
경기도 광주시 ,2023년09월,여,14798,17252,19591,25292,32542,32970,28643,13218,6526,1137,51
경기도 양주시 ,2023년09월,여,10466,13101,13664,16053,21245,21290,18021,9781,5731,1034,38
경기도 포천시 ,2023년09월,여,3250,5054,6981,6008,8129,12681,13275,6655,4803,857,29
경기도 여주시 ,2023년09월,여,3072,4496,5180,5223,7606,9638,10579,5762,3834,756,29
경기도 가평군 ,2023년09월,여,1372,2142,2387,2416,3467,5017,6554,3728,2479,424,15
경기도 양평군 ,2023년09월,여,3086,4830,4390,4955,7944,10412,13244,7396,4496,908,27
강원도 춘천시 ,2023년09월,여,9356,12636,17360,16452,20878,23226,22805,12102,8773,1611,45
강원도 원주시 ,2023년09월,여,12589,16916,19959,22164,28375,31135,27373,12868,9122,1685,47
강원도 강릉시 ,2023년09월,여,5606,8313,10313,9489,14922,17715,19396,11388,7281,1451,53
강원도 동해시 ,2023년09월,여,2689,3976,3539,3725,6513,7481,7869,4578,2829,490,12
강원도 태백시 ,2023년09월,여,871,1631,1301,1318,2643,3149,3819,2746,1554,203,4
강원도 속초시 ,2023년09월,여,2515,3336,3555,4053,5895,7587,7657,4010,2396,493,7
강원도 삼척시 ,2023년09월,여,1615,2389,2869,2268,3689,4790,6012,3847,2961,563,21
강원도 홍천군 ,2023년09월,여,1580,2262,2327,2470,3452,5395,7624,3908,3121,588,20
강원도 횡성군 ,2023년09월,여,898,1611,1384,1382,2131,3830,5610,2993,2292,454,19
강원도 영월군 ,2023년09월,여,689,1144,1207,1089,1926,3030,4119,2604,1948,312,7
강원도 평창군 ,2023년09월,여,757,1217,1205,1212,2089,3502,4735,2726,1857,321,14
강원도 정선군 ,2023년09월,여,665,1105,964,1051,1849,2724,3787,2410,1634,274,12
강원도 철원군 ,2023년09월,여,1349,1550,1650,1846,2351,3068,3762,2396,1748,276,13
강원도 화천군 ,2023년09월,여,693,811,1001,1037,1099,1702,1951,1168,1065,157,8
